FødevareNavn;FoodName;FoodID;TaxonomicName;NCBI;FoodEx2Code;FoodEx2Description;FoodOntology;LangualCode;EurofirFoodClassificationCode;Nøglehulsmærket;FoodGroupID;FødevareGruppe;FoodGroup;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ost, fast, 50+, Dansk;Cheese, firm, 50% fidm., Danish;1780;Bos taurus (Linnaeus, 1758);9913;A02SV#F07.A073T;Firm/semi-hard cheese (gouda and edam type), FAT-CONTENT = 30 % fat;FOODON_00001778;A0312,A0452,A0626,A0720,A0724,A0775,A0785,B1201,C0245,E0151,F0001,G0003,H0107,H0253,H0367,J0104,J0131,K0003,M0001,N0001,P0024,R0204,Z0001,J0135;A0785;0;13;Fast løbeost;Firm rennet cheese;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kalvekød, bryst, rå;Veal, brisket, raw;1781;Bos taurus (Linnaeus, 1758);9913;A01QY#F07.A071Q$F20.A07QM;Calf fresh meat, FAT-CONTENT = 7.3 % fat, PART-CONSUMED-ANALYSED = W/o bone;FOODON_03301771;NULL;A0794;1;59;Kalvekød;Veal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Oksekød, bryst, rå;Beef, brisket, boneless, raw;1782;Bos taurus (Linnaeus, 1758);9913;A01QX#F07.A073A$F20.A07QM;Cow, ox or bull fresh meat, FAT-CONTENT = 13 % fat, PART-CONSUMED-ANALYSED = W/o bone;FOODON_03309737;NULL;A0794;0;58;Oksekød;Beef;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pålæg i skiver, med hvedeprotein;Cold cuts, with wheat protein;1783;NULL;NULL;A03TE#F28.A07KV$F28.A0CRH$F04.A003X$F04.A01BH$F04.A011D$F04.A07XJ;Meat imitates, PROCESS = Slicing, PROCESS = Seasoning, INGREDIENT = Wheat flour, INGREDIENT = Chickpea flour, INGREDIENT = Potato flakes, INGREDIENT = Garden vegetables and primary derivatives thereof;FOODON_03316107;NULL;A0800;0;169;Plantebaserede alternativer til kød;Plant-based alternatives to meat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Seitan;Seitan;1784;NULL;NULL;A03TE#F28.A0CRH$F04.A16GN;Meat imitates, PROCESS = Seasoning, INGREDIENT = Gluten;FOODON_03316107;NULL;A0800;0;169;Plantebaserede alternativer til kød;Plant-based alternatives to meat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hakket, med mycoprotein;Mince, with mycoprotein;1785;NULL;NULL;A03TG#F28.A07KY;Textured fungal proteins, PROCESS = Mincing / chopping / cutting;FOODON_03315776;NULL;A0800;1;169;Plantebaserede alternativer til kød;Plant-based alternatives to meat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hakket, med sojaprotein;Mince, with soy protein;1786;NULL;NULL;A03TF#F28.A07KY;Textured soy protein, PROCESS = Mincing / chopping / cutting;FOODON_00002260;NULL;A0800;0;169;Plantebaserede alternativer til kød;Plant-based alternatives to meat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hakket bolle, med sojaprotein;Mince balls, with soy protein;1787;NULL;NULL;A03TF#F28.A07KY$F28.A0CRH;Textured soy protein, PROCESS = Mincing / chopping / cutting, PROCESS = Seasoning;FOODON_00002260;NULL;A0800;1;169;Plantebaserede alternativer til kød;Plant-based alternatives to meat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stykker, med sojaprotein;Pieces, with soy protein;1788;NULL;NULL;A03TF#F28.A07KY;Textured soy protein, PROCESS = Mincing / chopping / cutting;FOODON_03302996;NULL;A0800;0;169;Plantebaserede alternativer til kød;Plant-based alternatives to meat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pålæg i skiver, med soja- og ærteprotein;Cold cuts, with soy and pea protein;1789;NULL;NULL;A03TE#F28.A07KV$F28.A0CRH$F04.A012J$F04.A03TF;Meat imitates, PROCESS = Slicing, PROCESS = Seasoning, INGREDIENT = Garden peas (without pods), INGREDIENT = Textured soy protein;FOODON_00002129;NULL;A0800;0;169;Plantebaserede alternativer til kød;Plant-based alternatives to meat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hakket, med ærteprotein;Mince, with pea protein;1790;NULL;NULL;A03TE#F27.A012J$F28.A07KY;Meat imitates, SOURCE-COMMODITIES = Garden peas (without pods), PROCESS = Mincing / chopping / cutting;FOODON_03316106;NULL;A0800;0;169;Plantebaserede alternativer til kød;Plant-based alternatives to meat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pølse, med ærteprotein;Sausage, with pea protein;1791;NULL;NULL;A03TE#F27.A0DCD$F28.A0CRH$F04.A0F1J$F04.A037M$F04.A011F$F04.A0EVD;Meat imitates, SOURCE-COMMODITIES = Peas (dry) and similar-, PROCESS = Seasoning, INGREDIENT = Edible casings, INGREDIENT = Coconut oil/fat, INGREDIENT = Potato starch, INGREDIENT = Isolated proteins and other protein products;FOODON_03316106;NULL;A0800;0;169;Plantebaserede alternativer til kød;Plant-based alternatives to meat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pålæg i skiver, med æggehvide;Cold cuts, with eggwhite;1792;NULL;NULL;A03TE#F28.A07KV$F28.A0CRH$F04.A031T;Meat imitates, PROCESS = Slicing, PROCESS = Seasoning, INGREDIENT = Hen egg white;FOODON_03315776;NULL;A0800;0;169;Plantebaserede alternativer til kød;Plant-based alternatives to meat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stykker, med mycoprotein;Pieces, with mycoprotein;1793;NULL;NULL;A03TG#F28.A07KY;Textured fungal proteins, PROCESS = Mincing / chopping / cutting;FOODON_03315776;NULL;A0800;1;169;Plantebaserede alternativer til kød;Plant-based alternatives to meat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pølse, med sojaprotein;Sausage, with soy protein;1794;NULL;NULL;A03TF#F28.A0CRH$F20.A0F1R;Textured soy protein, PROCESS = Seasoning, PART-CONSUMED-ANALYSED = With external layer/rind/casing;FOODON_03305692;NULL;A0800;0;169;Plantebaserede alternativer til kød;Plant-based alternatives to meat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Oksekød, filet, marmoreret, rå;Beef, entrecote/rib eye, raw;1795;Bos taurus (Linnaeus, 1758);9913;A01QX#F03.A06HZ$F07.A073A$F20.A0F4T;Cow, ox or bull fresh meat, PHYSICAL-STATE = Primal cuts / fillets / halves or quarters, FAT-CONTENT = 13 % fat, PART-CONSUMED-ANALYSED = Including visible fat;FOODON_03311315;A0150,A0459,A0633,A0714,A0726,A0737,A0794,B1201,C0270,E0150,F0003,G0003,H0003,J0131,K0001,M0001,N0001,P0024,Z0023;A0794;0;58;Oksekød;Beef;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Surbær (Aroniabær);Aronia berries;1796;Aronia x prunifolia (Marshall, 1938) Rehder;193298;A0DTM;Aronia berries (purple);FOODON_03541569;A0143,A0455,A0629,A0707,A0732,A0833,B4953,C0140,E0150,F0003,G0003,H0003,J0003,K0003,M0001,N0001,P0024,Z0001;A0833;1;51;Bærfrugt;Soft fruit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Havredrik, tilsat calcium og vitaminer;Oatmilk, with added calcium and vitamins;1797;NULL;NULL;A03TL#F09.A0EXX$F09.A0EXP$F09.A0EXM$F09.A0EXH;Oats drink, FORTIFICATION-AGENT = Vitamin B2   (riboflavin), FORTIFICATION-AGENT = Vitamin B12 (cyanocobalamin, hydroxocobalamin, methylcobalamin), FORTIFICATION-AGENT = Vitamin D (cholecalciferol, ergocalciferol), FORTIFICATION-AGENT = Calcium;FOODON_00001189;NULL;A0788;0;168;Plantebaserede alternativer til mælkeprodukter;Plant-based alternatives to dairy products;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mandeldrik, tilsat calcium;Almondmilk, with added calcium;1798;NULL;NULL;A03TK#F09.A0EXH;Almond drink, FORTIFICATION-AGENT = Calcium;FOODON_00003157;NULL;A0788;0;168;Plantebaserede alternativer til mælkeprodukter;Plant-based alternatives to dairy products;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Linser, røde, tørrede, rå;Lentils, red, dried, raw;1799;Lens culinaris (Medikus, 1787);3864;A013Q#F10.A0F2S;Lentils (dry), QUALITATIVE-INFO = Red;FOODON_03301421;NULL;A0831;1;173;Tørrede bælgplanter;Dried pulses;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Linser, grønne, tørrede, rå;Lentils, green, dried, raw;1800;Lens culinaris (Medikus, 1787);3864;A013Q#F10.A0F2Q;Lentils (dry), QUALITATIVE-INFO = Green;FOODON_03301421;NULL;A0831;1;173;Tørrede bælgplanter;Dried pulses;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bønner, hvide, tørrede, rå;Beans, white, dried, raw;1801;Phaseolus vulgaris (Linnaeus, 1753);3885;A012T#F10.A0F2R;Borlotti or other common beans (dry), QUALITATIVE-INFO = White;FOODON_00002752;NULL;A0831;1;173;Tørrede bælgplanter;Dried pulses;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bønner, røde kidney, tørrede, rå;Beans, red kidney, dried, raw;1802;Phaseolus vulgaris (Linnaeus, 1753);3885;A012V;Kidney bean (dry seeds);FOODON_03302058;NULL;A0831;1;173;Tørrede bælgplanter;Dried pulses;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kikærter, tørrede, rå;Chickpeas, dry, raw;1803;Cicer arietinum (Linnaeus, 1753);3827;A013M;Chickpeas (dry);FOODON_00002789;NULL;A0831;1;173;Tørrede bælgplanter;Dried pulses;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Le Puy linser (delikatesse linser), tørrede, rå;Le Puy green lentil, dried, raw;1804;Lens culinaris (Medikus, 1787);3864;A013Q;Lentils (dry);FOODON_03301421;NULL;A0831;1;173;Tørrede bælgplanter;Dried pulses;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Linser, beluga, tørrede, rå;Lentils, beluga, dried, raw;1805;Lens culinaris (Medikus, 1787);3864;A013Q;Lentils (dry);FOODON_03301421;NULL;A0831;1;173;Tørrede bælgplanter;Dried pulses;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Edamamebønner (Sojabønner), pillede, frosne;Edamame beans (Soy beans), shelled, frozen;1806;Glycine max (Linnaeus, 1753) (Merrill, 1917);3847;A012F#F28.A07KQ;Soyabeans (without pods), PROCESS = Freezing;FOODON_00002809;NULL;A0831;1;172;Frosne bælgplanter;Frozen legumes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Linser, grønne, kogte, konserves;Lentils, green, boiled, canned;1807;Lens culinaris (Medikus, 1787);3864;A013Q#F28.A07GL$F10.A0F2Q;Lentils (dry), PROCESS = Boiling, QUALITATIVE-INFO = Green;FOODON_03301421;NULL;A0831;0;174;Konserves af bælgplanter;Canned legumes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Baked beans (hvide bønner i tomatsauce);Baked beans (white beans in tomato sauce);1808;NULL;NULL;A01BB#F28.A07HZ$F06.A06XR;Canned or jarred common beans, PROCESS = Statical sterilisation (in batch or package), SURROUNDING-MEDIUM = In gravy or savoury sauce;FOODON_03301946;NULL;A0831;1;174;Konserves af bælgplanter;Canned legumes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chilibønner (røde kidneybønner i chilisauce);Chili beans (red kidney beans in chilisauce);1809;Phaseolus vulgaris (Linnaeus, 1753);3885;A01BB#F28.A07HZ$F06.A06XR;Canned or jarred common beans, PROCESS = Statical sterilisation (in batch or package), SURROUNDING-MEDIUM = In gravy or savoury sauce;FOODON_00001757;NULL;A0831;0;174;Konserves af bælgplanter;Canned legumes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bønner, røde kidney, kogte, konserves;Beans, red kidney, boiled, canned;1810;Phaseolus vulgaris (Linnaeus, 1753);3885;A01BB#F06.A06YG$F10.A0F2S;Canned or jarred common beans, SURROUNDING-MEDIUM = In water, QUALITATIVE-INFO = Red;FOODON_03303520;NULL;A0831;1;174;Konserves af bælgplanter;Canned legumes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bønner, røde kidney, kogte, spiseklare;Beans, red kidney, cooked, ready to eat;1811;NULL;NULL;A012V#F28.A07GL;Kidney bean (dry seeds), PROCESS = Boiling;FOODON_00001986;NULL;A0831;1;191;Tilberedte bælgfrugter;Prepared legumes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kikærter, lyse, kogte, konserves;Chickpeas, boiled, canned;1812;Cicer arietinum (Linnaeus, 1753);3827;A01BC#F01.A05HR$F06.A06YG;Canned or jarred peas, SOURCE = Chickpea (as plant), SURROUNDING-MEDIUM = In water;FOODON_03315784;NULL;A0831;1;174;Konserves af bælgplanter;Canned legumes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kikærter, lyse, dampede, spiseklare;Chickpeas, steamed, ready to eat;1813;Cicer arietinum (Linnaeus, 1753);3827;A013M#F28.A07GP;Chickpeas (dry), PROCESS = Steaming;FOODON_00001199;NULL;A0831;1;191;Tilberedte bælgfrugter;Prepared legumes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bønner, sorte, kogte, konserves;Beans, black, boiled, canned;1814;Phaseolus vulgaris (Linnaeus, 1753);3885;A01BB#F06.A06YG$F10.A166Z;Canned or jarred common beans, SURROUNDING-MEDIUM = In water, QUALITATIVE-INFO = Black;FOODON_00001635;NULL;A0831;1;174;Konserves af bælgplanter;Canned legumes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hvide bønner, tørrede og kogt;White beans, dried and boiled;1815;Phaseolus vulgaris (Linnaeus, 1753);3885;A012T#F28.A07GL$F10.A0F2R;Borlotti or other common beans (dry), PROCESS = Boiling, QUALITATIVE-INFO = White;FOODON_00003314;NULL;A0831;1;191;Tilberedte bælgfrugter;Prepared legumes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bønner, røde kidney, tørret og kogt;Beans, red kidney, dried and boiled;1816;Phaseolus vulgaris (Linnaeus, 1753);3885;A012V#F28.A07GL;Kidney bean (dry seeds), PROCESS = Boiling;FOODON_00001986;NULL;A0831;1;191;Tilberedte bælgfrugter;Prepared legumes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Blåbær, dybfrost;Blueberries, frozen;1817;Vaccinium myrtillus (Linnaeus, 1753);180763;A01EY#F28.A07KQ;Blueberries, PROCESS = Freezing;FOODON_03302120;NULL;A0833;1;193;Frossen frugt og bær;Frozen fruits and berries;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hindbær, dybfrost;Raspberries, frozen;1818;Rubus idaeus (Linnaeus, 1753);32247;A01EP#F28.A07KQ;Raspberries (red and yellow), PROCESS = Freezing;FOODON_03310594;NULL;A0833;1;193;Frossen frugt og bær;Frozen fruits and berries;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jordbær, dybfrost;Strawberries, frozen;1819;Fragaria x ananassa (Duchesne);3747;A01EA#F28.A07KQ$F20.A07QT$F20.A07QH;Strawberries, PROCESS = Freezing, PART-CONSUMED-ANALYSED = W/o caps / crown, PART-CONSUMED-ANALYSED = W/o stem;FOODON_03304356;NULL;A0833;1;193;Frossen frugt og bær;Frozen fruits and berries;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Majs, dybfrost;Sweet corn kernels, frozen;1820;Zea mays (Linnaeus, 1753);4577;A00KP#F28.A07KQ$F20.A07RF;Sweet corn, PROCESS = Freezing, PART-CONSUMED-ANALYSED = W/o cob;FOODON_03311676;NULL;A0826;1;192;Frosne grøntsager;Frozen vegetables;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ærter, grønne, dybfrost;Peas, green, frozen;1821;Pisum sativum (Linnaeus, 1753);3888;A012J#F28.A07KQ;Garden peas (without pods), PROCESS = Freezing;FOODON_03306808;NULL;A0826;1;172;Frosne bælgplanter;Frozen legumes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Grønne bønner (haricots verts), dybfrost;Green beans (haricots verts), frozen;1822;Phaseolus vulgaris (Linnaeus, 1753);3885;A00PG#F28.A07KQ;French beans (with pods), PROCESS = Freezing;FOODON_03310335;NULL;A0826;1;172;Frosne bælgplanter;Frozen legumes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Blomkål, dybfrost;Cauliflower, frozen;1823;Brassica oleracea var. botrytis (Linnaeus, 1753);3715;A00FR#F28.A07KQ$F20.A07RK$F20.A07RP;Cauliflowers, PROCESS = Freezing, PART-CONSUMED-ANALYSED = W/o decayed leaves, PART-CONSUMED-ANALYSED = W/o roots;FOODON_03316744;NULL;A0826;1;192;Frosne grøntsager;Frozen vegetables;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Broccoli, dybfrost;Broccoli, frozen;1824;Brassica oleracea  var. italica (Linnaeus, 1753);36774;A00FN#F28.A07KQ$F20.A07RK$F20.A07RP;Broccoli, PROCESS = Freezing, PART-CONSUMED-ANALYSED = W/o decayed leaves, PART-CONSUMED-ANALYSED = W/o roots;FOODON_03301384;NULL;A0826;1;192;Frosne grøntsager;Frozen vegetables;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rosenkål, dybfrost;Brussel sprouts, frozen;1825;Brassica oleracea  var. gemmifera (Linnaeus, 1753);178616;A00FV#F28.A07KQ$F20.A07QH;Brussels sprouts, PROCESS = Freezing, PART-CONSUMED-ANALYSED = W/o stem;FOODON_03301385;NULL;A0826;1;192;Frosne grøntsager;Frozen vegetables;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Supperurter, dybfrost;Soup vegetables, frozen;1826;NULL;NULL;A16GB#F28.A07GF$F28.A07KQ;Mixed vegetables, PROCESS = Blanching, PROCESS = Freezing;FOODON_03310847;NULL;A0826;1;192;Frosne grøntsager;Frozen vegetables;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rodfrugter, dybfrost;Root vegetables, frozen;1827;NULL;NULL;A16GB#F28.A07GF$F28.A07KQ;Mixed vegetables, PROCESS = Blanching, PROCESS = Freezing;FOODON_03310847;NULL;A0829;1;192;Frosne grøntsager;Frozen vegetables;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mango, dybfrost;Mango, frozen;1828;Mangifera indica (Linnaeus, 1753);29780;A01LF#F28.A07KQ$F20.A07RH$F20.A07QF;Mangoes, PROCESS = Freezing, PART-CONSUMED-ANALYSED = W/o core, PART-CONSUMED-ANALYSED = W/o peel;FOODON_00002020;NULL;A0833;1;193;Frossen frugt og bær;Frozen fruits and berries;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Granatæblekerner, dybfrost;Pomegranate seeds, frozen;1829;Punica granatum (Linnaeus, 1753);22663;A01LH#F28.A07KQ$F20.A07QF$F20.A07RC;Granate apples, PROCESS = Freezing, PART-CONSUMED-ANALYSED = W/o peel, PART-CONSUMED-ANALYSED = With seeds;FOODON_00003065;NULL;A0833;1;193;Frossen frugt og bær;Frozen fruits and berries;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ananas, dybfrost;Pineapple, frozen;1830;Ananas comosus (Linnaeus, 1753) (Merrill, 1917);4615;A01LP#F28.A07KQ$F20.A07RH$F20.A07QF;Pineapples, PROCESS = Freezing, PART-CONSUMED-ANALYSED = W/o core, PART-CONSUMED-ANALYSED = W/o peel;FOODON_00002119;NULL;A0833;1;193;Frossen frugt og bær;Frozen fruits and berries;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bærmix, dybfrost;Mixed berries. frozen;1831;NULL;NULL;A01DT#F28.A07KQ;Berries and small fruits, PROCESS = Freezing;FOODON_03302118;NULL;A0833;1;193;Frossen frugt og bær;Frozen fruits and berries;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Baby gulerødder, dybfrost;Baby carrots, frozen;1832;Daucus carota (Linnaeus, 1753) subsp. sativus (Hoffmann, 1791) (Schübler & G. Martens, 1834);79200;A0DNZ#F28.A07KQ;Baby carrots, PROCESS = Freezing;FOODON_03309388;NULL;A0826;1;192;Frosne grøntsager;Frozen vegetables;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porrer, dybfrost;Leek, frozen;1833;Allium ampeloprasum (Linnaeus, 1753);4681;A00SB#F28.A07KQ$F20.A07RJ$F20.A07RP$F20.A07RM;Leeks, PROCESS = Freezing, PART-CONSUMED-ANALYSED = With decayed leaves, PART-CONSUMED-ANALYSED = W/o roots, PART-CONSUMED-ANALYSED = W/o tops;FOODON_00002150;NULL;A0826;1;192;Frosne grøntsager;Frozen vegetables;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Avocado, dybfrost;Avocado, frozen;1834;Persea americana (Miller, 1768);3435;A01LB#F28.A07KQ$F20.A07QF$F20.A07QK;Avocados, PROCESS = Freezing, PART-CONSUMED-ANALYSED = W/o peel, PART-CONSUMED-ANALYSED = W/o stone;FOODON_03315439;NULL;A0833;1;193;Frossen frugt og bær;Frozen fruits and berries;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wokmix, økologisk, dybfrost;Wok mix, organic, frozen;1835;NULL;NULL;A16GB#F28.A07GF$F28.A07KQ$F21.A07SE;Mixed vegetables, PROCESS = Blanching, PROCESS = Freezing, PRODUCTION-METHOD = Organic production;FOODON_03310847;NULL;A0826;1;192;Frosne grøntsager;Frozen vegetables;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wokmix, dybfrost;Wok mix, frozen;1836;NULL;NULL;A16GB#F28.A07GF$F28.A07KQ;Mixed vegetables, PROCESS = Blanching, PROCESS = Freezing;FOODON_03310847;NULL;A0826;1;192;Frosne grøntsager;Frozen vegetables;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Perleløg, dybfrost;Pearl onion. frozen;1837;Allium ampeloprasum (Linnaeus, 1753);4681;A00HA#F28.A07KQ$F20.A07QF;Pearl onion, PROCESS = Freezing, PART-CONSUMED-ANALYSED = W/o peel;FOODON_03310327;NULL;A0826;1;192;Frosne grøntsager;Frozen vegetables;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bønnemix, dybfrost;Bean mix, frozen;1838;NULL;NULL;A011Y#F28.A07KQ;Legumes fresh seeds (beans, peas etc.), PROCESS = Freezing;FOODON_00001635;NULL;A0829;1;172;Frosne bælgplanter;Frozen legumes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rodfrugtfritter, dybfrost;Root fruit fritters, frozen;1839;NULL;NULL;A00QF#F28.A07KQ$F28.A07KX$F28.A07GR$F17.A0CQX$F20.A07QF;Root and tuber vegetables (excluding starchy- and sugar-), PROCESS = Freezing, PROCESS = Dicing and stripe-cutting, PROCESS = Frying, EXTENT-OF-COOKING = Half-cooked, PART-CONSUMED-ANALYSED = W/o peel;FOODON_03317076;NULL;A0829;0;192;Frosne grøntsager;Frozen vegetables;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Søde kartoffel fritter, dybfrost;Sweet potato fries, frozen;1840;NULL;NULL;A010C#F28.A07GR$F28.A07KQ$F28.A07KV$F17.A0CQX$F20.A07QF;Sweet potatoes, PROCESS = Frying, PROCESS = Freezing, PROCESS = Slicing, EXTENT-OF-COOKING = Half-cooked, PART-CONSUMED-ANALYSED = W/o peel;FOODON_00002297;NULL;A0829;0;192;Frosne grøntsager;Frozen vegetables;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kartoffelbåde, dybfrost;Potato wedges, frozen;1841;Solanum tuberosum (Linnaeus, 1753);4113;A00ZT#F28.A07KQ$F28.A07KV$F28.A07GR$F17.A0CQX;Potatoes, PROCESS = Freezing, PROCESS = Slicing, PROCESS = Frying, EXTENT-OF-COOKING = Half-cooked;FOODON_00002537;NULL;A0829;1;192;Frosne grøntsager;Frozen vegetables;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
